호선,역,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
안산선,대야미,66,2,"3,374","1,402","9,164","3,623","20,034","5,588","21,189","8,202","10,974","4,023","8,262","3,996","6,985","4,449","7,291","4,856","6,722","5,332","6,138","5,522","6,568","6,918","7,558","9,849","8,643","10,780","10,029","16,498","5,107","12,205","4,216","8,692","2,549","7,142","1,541","7,554","1,024","4,319",181,980,0,0,0,0,0,0,2025-08-03 10:00:47
안산선,반월,10,0,"4,675","1,102","9,436","2,975","19,702","4,877","17,624","7,383","9,664","3,710","7,702","3,766","7,306","4,482","7,257","5,049","5,981","4,711","5,616","5,092","6,609","6,550","5,938","8,938","6,619","11,185","6,658","16,146","3,516","12,966","3,149","9,174","1,927","7,508","1,514","7,260",682,"3,953",104,995,0,0,0,0,0,0,2025-08-03 10:00:47
안산선,상록수,673,24,"14,490","2,412","32,409","8,809","68,154","12,029","60,650","18,283","32,786","12,717","24,524","11,208","21,092","11,685","21,588","12,758","18,970","14,576","16,434","16,778","16,057","20,318","19,297","25,719","20,341","39,784","19,540","61,690","13,320","48,258","10,456","36,560","7,932","29,549","5,608","25,492","2,408","16,706",427,"5,369",0,0,0,0,0,0,2025-08-03 10:00:47
안산선,한대앞,241,2,"9,105","1,219","18,714","4,832","32,628","8,643","26,401","17,914","17,851","13,401","13,762","9,601","13,552","8,831","13,874","10,187","12,603","10,169","11,828","10,936","12,556","12,478","13,850","16,508","16,928","22,888","16,092","32,350","8,986","25,334","7,923","16,962","7,254","15,274","5,167","13,106","2,003","9,143",198,"2,955",0,0,0,0,0,0,2025-08-03 10:00:47
안산선,중앙,406,45,"11,811","1,666","33,559","10,499","58,255","18,532","45,312","39,876","25,681","34,529","22,742","22,032","25,820","20,550","30,040","24,563","26,207","28,212","25,684","26,252","27,764","27,690","33,613","32,424","36,989","45,687","38,656","69,382","24,621","54,807","24,983","34,489","26,620","29,297","21,402","24,728","8,629","19,222",969,"6,517",0,1,0,0,0,0,2025-08-03 10:00:47
안산선,고잔,419,6,"5,996",962,"17,595","6,082","29,051","15,348","21,453","29,362","14,454","15,508","13,020","10,506","13,140","8,680","11,759","9,356","11,184","10,329","11,546","10,246","13,714","10,291","15,930","11,321","21,355","16,667","22,385","24,289","8,875","19,723","7,056","12,428","6,791","10,675","4,550","9,395","2,198","7,608",154,"3,247",0,0,0,0,0,0,2025-08-03 10:00:47
안산선,초지,360,3,"4,563",412,"12,951","4,507","22,753","10,008","16,171","11,478","9,210","4,869","6,646","3,502","6,252","3,555","8,192","4,158","6,113","4,188","5,154","5,006","5,613","5,939","6,669","6,982","9,006","11,485","10,283","16,738","4,682","15,736","3,423","9,906","2,829","8,768","1,756","7,178",771,"5,619",68,"2,306",0,0,0,0,0,0,2025-08-03 10:00:47
안산선,안산,"2,400",6,"10,541","1,910","13,949","16,487","24,482","40,094","23,937","30,718","19,751","15,613","16,039","13,083","15,524","15,329","16,530","15,557","17,204","14,999","17,103","15,954","18,837","17,184","24,115","18,275","42,070","24,426","43,280","26,334","20,656","21,688","17,635","16,994","10,946","15,128","4,769","12,183","1,566","7,293",151,"3,019",0,0,0,0,0,0,2025-08-03 10:00:47
안산선,신길온천,82,0,"3,342",214,"5,395","2,156","9,013","3,818","6,916","2,620","4,547","1,859","3,355","1,317","2,832","1,652","2,630","2,111","2,649","1,899","2,614","2,273","2,949","2,907","3,803","3,288","4,470","4,847","3,759","6,648","2,157","5,702","1,361","4,115",862,"3,628",599,"2,909",216,"2,032",29,694,0,0,0,0,0,0,2025-08-03 10:00:47
안산선,정왕,582,4,"9,547","1,200","13,429","13,554","22,579","24,547","21,973","28,506","15,253","15,489","12,740","10,158","11,778","10,251","12,897","11,978","12,887","11,460","12,182","10,651","15,485","12,032","18,637","13,326","25,220","17,449","28,444","23,043","12,468","17,854","9,878","14,352","6,471","13,244","4,246","11,679","1,662","8,187",82,"2,350",0,6,0,0,0,0,2025-08-03 10:00:47
안산선,오이도,267,0,"6,634",733,"14,747","6,559","31,317","11,922","22,923","12,565","13,413","7,832","10,897","7,787","10,919","9,848","11,969","11,206","11,395","10,449","10,448","11,463","11,884","12,251","13,706","14,968","16,380","17,124","16,424","25,289","9,137","21,103","8,033","13,548","6,742","11,907","4,413","10,727","1,313","7,761",21,"3,227",0,9,0,0,0,0,2025-08-03 10:00:47
안산선,수리산,16,0,"3,857",622,"10,486","1,860","19,368","5,225","18,529","6,988","9,989","3,154","7,172","3,332","7,430","2,841","5,793","3,073","5,254","3,668","4,132","4,244","5,300","4,992","4,917","6,950","5,342","7,661","5,100","13,066","2,629","10,453","2,265","7,046","1,439","5,243",967,"5,509",444,"3,131",67,811,0,0,0,0,0,0,2025-08-03 10:00:47
과천선,선바위,5,0,959,"1,413","6,477","10,058","15,910","23,035","18,779","27,261","13,252","15,627","9,827","7,207","9,086","7,169","9,620","7,123","9,755","6,706","9,744","6,572","11,506","7,183","14,998","9,241","27,295","11,776","31,373","15,459","13,444","12,207","8,806","8,554","6,804","7,826","3,914","7,475","1,267","4,066",118,709,0,0,0,0,0,0,2025-08-03 10:00:47
과천선,경마공원,1,0,629,485,"1,279","3,190","2,100","4,418","2,476","12,578","2,599","32,832","2,496","30,706","2,883","17,240","3,261","16,039","4,634","12,181","6,676","8,161","10,783","4,884","16,674","3,457","28,403","2,319","59,607","2,549","7,549","1,811","2,036","1,264",912,"1,026","1,490","1,034",296,575,22,112,0,0,0,0,0,0,2025-08-03 10:00:47
과천선,대공원,0,0,97,366,478,"4,470","1,021","4,945","1,231","13,796","1,893","19,156","2,092","12,625","7,964","7,177","7,830","6,906","5,931","6,929","6,970","10,154","7,247","16,129","10,386","15,166","11,348","9,685","10,696","2,586","5,161","1,409","4,063",791,"11,432",771,"22,822",668,"2,503",277,31,41,0,0,0,0,0,0,2025-08-03 10:00:47
과천선,과천,5,0,"2,573",251,"9,727","2,400","23,727","5,859","22,382","9,329","14,334","5,846","10,900","5,155","10,136","4,889","9,795","5,778","9,503","6,439","8,493","7,296","9,431","9,035","10,031","10,370","9,178","13,535","8,699","19,908","4,815","15,946","3,326","10,087","2,117","10,243","2,133","9,559",720,"5,390",89,"1,278",0,0,0,0,0,0,2025-08-03 10:00:47
과천선,정부과천청사,23,2,"2,359","1,988","10,315","16,322","25,730","48,470","21,876","112,106","15,688","29,409","13,137","13,959","14,358","11,802","15,182","13,282","16,524","14,145","16,451","13,691","20,313","13,113","29,418","15,418","52,695","20,179","76,160","28,646","22,368","21,925","16,459","12,198","14,102","11,645","7,799","10,426","2,181","5,558",199,"1,442",0,1,0,0,0,0,2025-08-03 10:00:47
과천선,인덕원,100,2,"10,320","3,586","35,410","16,653","85,617","51,884","75,543","113,076","45,465","39,535","34,207","21,586","31,921","21,826","31,804","21,792","31,875","25,244","29,162","26,929","32,903","29,025","40,773","38,253","69,505","54,629","91,233","89,507","33,582","70,114","26,851","40,610","25,704","37,195","15,138","36,097","5,915","21,698",788,"5,572",0,0,0,0,0,0,2025-08-03 10:00:47
과천선,평촌,79,2,"5,432","2,654","26,844","10,420","66,638","38,544","54,078","88,837","26,800","29,458","20,989","15,942","19,146","13,501","20,349","14,416","18,312","18,557","18,936","15,532","22,902","17,584","26,293","22,510","49,389","34,337","61,993","52,834","23,390","46,152","18,269","24,674","16,736","20,941","11,901","18,532","4,433","9,949",577,"3,358",0,0,0,0,0,0,2025-08-03 10:00:47
과천선,범계,114,3,"10,623","3,213","46,950","12,407","111,893","28,201","88,994","63,235","46,225","43,624","35,919","33,911","35,434","32,158","38,830","32,950","38,875","40,413","37,959","38,362","42,123","42,787","48,852","50,454","55,006","73,318","63,620","114,593","38,863","89,965","40,720","45,286","31,380","40,717","25,742","34,872","10,490","19,799","1,139","6,120",7,2,0,0,0,0,2025-08-03 10:00:47
분당선,선릉,61,3,"1,158","1,906","2,519","14,394","5,570","55,866","8,292","145,241","6,907","90,729","8,135","41,397","10,019","26,171","12,287","25,033","13,882","25,524","15,276","20,144","20,522","17,047","29,488","19,157","57,593","23,059","85,176","26,762","35,575","15,447","24,089","8,009","21,309","6,919","18,305","5,822","4,891","3,109",208,684,0,0,0,0,0,0,2025-08-03 10:00:47
분당선,한티,14,2,"2,543","2,012","9,488","12,056","25,222","35,442","28,695","56,501","18,367","46,801","15,225","28,726","17,113","23,333","22,170","30,067","24,665","34,109","23,837","23,741","27,078","25,523","34,423","30,556","54,741","42,736","52,165","41,959","31,691","27,330","33,045","16,386","29,646","14,888","38,089","12,277","4,529","6,105",183,375,0,0,0,0,0,0,2025-08-03 10:00:47
분당선,도곡,33,1,"1,694","1,346","5,313","7,431","12,278","17,023","16,719","26,176","13,385","20,750","10,984","10,016","11,229","9,193","12,100","9,952","12,567","10,685","12,835","10,879","15,462","11,118","16,130","12,435","23,348","15,751","24,689","18,963","12,214","14,301","8,578","9,834","7,020","8,854","5,548","7,903","1,301","4,406",58,309,0,0,0,0,0,0,2025-08-03 10:00:47
분당선,구룡,0,0,"1,187",556,"3,513","4,339","9,024","9,935","12,451","9,751","8,848","4,817","5,753","3,418","5,716","2,921","6,923","4,135","5,704","4,304","5,925","4,163","8,024","4,793","7,087","5,905","7,529","8,117","6,392","10,498","3,707","8,048","2,392","5,016","1,905","4,535","1,370","4,074",339,"2,498",34,89,0,0,0,0,0,0,2025-08-03 10:00:47
분당선,개포동,8,0,"1,334",677,"4,592","3,667","13,489","7,103","13,669","10,073","9,281","7,172","7,505","5,812","6,535","4,637","7,612","5,895","6,880","6,369","7,249","6,109","8,013","7,006","9,059","8,190","8,852","11,269","9,108","14,472","5,505","11,626","4,234","7,501","3,683","6,848","3,483","6,297","1,181","3,374",24,96,0,0,0,0,0,0,2025-08-03 10:00:47
분당선,대모산입구,3,0,"2,854",698,"7,911","3,636","24,147","6,846","25,014","11,911","15,234","6,917","9,985","4,828","8,558","5,405","8,715","6,613","8,442","7,257","7,180","7,164","7,325","8,985","9,531","10,363","11,625","14,265","11,237","19,872","5,785","15,940","4,167","9,941","3,001","9,778","2,131","9,497",600,"4,939",18,272,0,0,0,0,0,0,2025-08-03 10:00:47
분당선,수서,35,1,"4,650","4,879","12,509","16,116","44,428","31,765","63,653","48,692","38,327","28,902","33,471","21,793","23,290","19,325","30,423","22,820","25,540","20,986","20,168","21,998","28,315","26,632","31,500","33,096","42,021","48,027","44,474","67,509","20,797","41,270","19,128","29,240","15,278","26,893","14,021","24,535","7,922","9,542",298,"1,805",1,0,0,0,0,0,2025-08-03 10:00:47
분당선,복정,0,0,0,0,0,0,0,0,2,0,4,0,1,0,2,0,2,0,8,0,5,0,6,0,2,0,5,0,6,0,5,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2025-08-03 10:00:47
분당선,수원,734,4,"5,863",723,"10,121","4,895","23,061","9,065","22,875","14,403","11,531","12,885","8,091","9,470","8,423","12,047","9,382","12,344","9,791","12,491","9,952","12,658","12,161","11,390","13,965","14,633","16,447","21,834","19,058","27,499","14,102","18,756","14,885","10,896","13,046","8,539","11,714","6,193","4,486","3,868",117,760,0,0,0,0,0,0,2025-08-03 10:00:47
분당선,서울숲,143,0,"2,908",642,"6,111","6,980","14,517","26,442","24,144","51,556","15,643","39,750","9,589","25,410","10,844","20,858","13,859","20,081","16,264","21,441","17,512","20,049","21,606","20,447","27,144","20,804","46,943","24,975","56,826","31,931","33,331","20,661","24,190","11,266","18,434","8,985","11,767","7,718","3,300","3,721",131,824,0,0,0,0,0,0,2025-08-03 10:00:47
분당선,압구정로데오,178,5,"2,401","1,124","3,671","13,786","5,927","27,798","8,689","75,920","8,352","109,955","10,370","56,454","14,697","39,934","19,856","33,759","24,005","33,629","29,088","31,256","37,697","29,859","48,069","31,673","67,880","39,326","92,709","44,378","69,017","24,713","55,753","12,404","38,273","8,482","26,964","6,680","9,182","3,990",433,860,0,0,0,0,0,0,2025-08-03 10:00:47
분당선,강남구청,34,0,"1,343",874,"2,995","6,374","7,352","20,781","11,104","61,765","9,213","44,871","8,500","20,961","9,527","14,645","11,080","14,995","12,359","16,062","13,695","14,324","15,816","13,907","19,158","14,179","34,828","17,884","52,707","22,696","26,581","13,482","15,432","7,805","13,208","6,296","8,554","5,953","2,709","3,235",86,676,0,0,0,0,0,0,2025-08-03 10:00:47
분당선,선정릉,13,0,955,"1,123","2,361","4,998","5,047","14,915","7,719","50,485","7,633","43,581","6,014","15,867","7,314","9,826","10,049","9,420","9,874","9,698","11,379","8,480","12,441","7,292","14,823","7,681","28,470","9,215","44,537","11,017","21,305","6,937","11,457","4,360","8,962","3,967","5,966","3,555","1,944","1,918",126,422,0,0,0,0,0,0,2025-08-03 10:00:47
분당선,가천대,38,1,"5,104",773,"8,543","3,830","21,018","5,999","26,897","19,366","17,237","11,942","10,883","8,047","9,872","8,094","12,057","9,336","12,546","10,437","10,694","8,655","13,069","10,092","19,019","11,709","17,549","15,207","14,501","22,534","7,960","19,136","5,702","14,600","4,536","15,104","3,685","16,912","2,167","11,956",93,"1,220",0,0,0,0,0,0,2025-08-03 10:00:47
분당선,태평,388,30,"16,752","1,708","21,542","5,329","44,081","8,847","61,552","18,582","40,135","13,353","23,611","12,580","20,215","13,582","19,593","15,069","19,310","15,499","17,743","17,636","16,930","24,366","18,845","28,841","20,243","35,158","18,991","46,190","11,025","33,206","8,601","24,436","6,277","27,231","4,146","22,355","1,763","11,608",76,"1,093",0,0,0,0,0,0,2025-08-03 10:00:47
분당선,모란,564,14,"16,866","2,608","24,273","12,110","56,565","24,314","69,452","38,438","48,026","29,652","32,629","27,394","31,286","30,448","33,746","30,317","32,422","30,631","30,438","32,317","31,861","40,000","35,477","43,702","40,394","48,903","40,703","66,185","22,702","47,714","16,960","33,961","14,796","30,061","11,223","25,767","5,752","15,620",326,"1,419",0,0,0,0,0,0,2025-08-03 10:00:47
분당선,야탑,225,6,"7,587","3,383","21,430","17,519","56,345","46,803","61,056","101,023","41,789","58,955","34,312","39,483","35,430","34,355","37,722","36,437","36,312","40,230","38,789","35,737","44,418","40,127","52,249","43,976","70,198","56,892","83,050","74,990","39,941","54,584","29,785","34,706","27,659","27,799","18,913","27,262","7,229","14,566",306,"2,028",0,0,0,0,0,0,2025-08-03 10:00:47
분당선,서현,248,7,"4,496","3,237","13,379","13,901","35,479","38,054","40,287","93,563","29,975","71,148","27,555","41,770","29,628","37,721","33,142","39,140","36,167","40,410","39,080","40,544","46,682","37,643","51,469","43,712","70,071","51,072","88,218","63,506","50,286","44,392","47,046","27,265","39,576","21,440","29,230","18,869","10,442","9,934",499,"1,473",0,0,0,0,0,0,2025-08-03 10:00:47
분당선,수내,150,5,"3,151","2,164","8,378","9,508","19,879","25,009","23,879","55,790","17,067","43,406","13,990","23,050","15,763","18,105","18,597","18,700","19,333","18,530","21,624","18,248","22,891","17,767","26,539","20,858","40,482","24,938","53,524","29,818","29,603","21,479","25,667","13,134","19,070","11,790","14,158","11,606","3,618","5,547",189,872,0,0,0,0,0,0,2025-08-03 10:00:47
분당선,정자,301,8,"3,604","1,333","12,057","17,519","29,353","48,309","32,817","94,263","23,783","59,417","18,349","27,076","19,705","19,578","20,851","19,240","21,724","21,540","21,651","19,093","28,358","20,942","34,569","26,282","62,447","39,040","76,313","49,968","41,634","36,576","32,734","22,559","31,855","20,418","27,891","18,164","10,619","10,281",981,"2,871",0,0,0,0,0,0,2025-08-03 10:00:47
분당선,미금,592,6,"4,012","1,038","13,426","12,553","28,404","24,522","32,254","51,521","23,518","37,369","23,977","23,698","26,306","22,773","25,987","23,586","25,893","25,205","27,582","25,107","32,548","24,413","32,201","27,894","39,571","33,207","41,935","41,020","22,070","30,721","18,767","20,760","18,631","18,032","13,067","15,977","4,338","8,550",159,"1,799",1,1,0,0,0,0,2025-08-03 10:00:47
분당선,오리,745,7,"3,817",483,"16,620","9,360","30,735","16,868","30,390","35,581","20,553","17,032","16,697","10,634","15,676","11,562","16,231","12,728","15,680","11,431","15,278","12,124","17,151","13,684","19,667","15,404","28,404","19,124","33,412","25,682","13,257","21,608","11,017","14,546","9,439","12,258","6,178","11,516","1,811","6,751",77,"1,553",0,0,0,0,0,0,2025-08-03 10:00:47
분당선,이매,74,7,"2,670",858,"6,595","3,310","14,192","10,526","15,286","15,561","11,009","6,603","9,587","6,277","9,263","6,265","10,199","6,616","8,485","8,037","7,916","7,481","9,309","8,430","12,475","9,470","12,509","12,133","13,872","15,122","6,242","12,458","4,933","8,091","6,082","7,209","3,952","7,614","1,045","4,215",60,816,0,0,0,0,0,0,2025-08-03 10:00:47
분당선,보정,34,0,"1,173",117,"3,884","1,154","9,435","2,628","10,761","5,615","6,408","2,201","5,041","1,681","4,486","2,004","3,722","2,174","3,556","2,387","3,192","2,807","3,893","3,643","4,142","4,471","4,075","5,747","3,295","7,111","1,602","6,299","1,285","4,146","1,175","3,837","1,035","4,308",300,"2,447",8,118,0,0,0,0,0,0,2025-08-03 10:00:47
분당선,죽전,"1,494",11,"5,730","1,054","19,461","7,423","43,393","15,977","35,964","22,722","21,585","22,655","16,772","18,472","16,130","18,395","16,933","17,897","17,294","19,131","17,289","20,035","19,945","22,033","22,048","25,947","25,923","33,109","28,101","50,383","18,667","39,303","22,837","24,950","11,778","21,172","8,732","20,986","2,648","12,995",1,"5,912",0,0,0,0,0,0,2025-08-03 10:00:47
분당선,구성,218,2,"3,273",789,"11,518","4,747","27,015","10,181","28,903","13,544","16,093","7,468","12,047","5,578","10,117","6,268","9,782","7,188","8,762","7,415","8,182","7,978","8,635","10,589","10,234","12,378","14,208","19,876","14,186","28,814","7,852","20,490","6,837","14,872","5,214","11,604","4,065","13,490","1,919","6,900",97,577,0,0,0,0,0,0,2025-08-03 10:00:47
분당선,신갈,131,0,"3,155",301,"10,333","1,281","20,474","2,647","20,442","7,412","11,733","5,272","8,241","4,067","8,426","4,699","7,335","5,040","7,148","6,010","6,212","5,950","7,073","7,470","7,693","7,669","6,312","11,723","5,346","18,690","2,498","14,383","1,935","10,189","1,811","7,876","1,170","9,243",385,"4,717",25,327,0,0,0,0,0,0,2025-08-03 10:00:47
