호선,역,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
장항선,아산,51,2,"1,083","1,455","2,979","4,374","6,452","6,059","7,980","8,185","4,202","6,302","4,699","6,446","5,158","5,268","5,428","6,151","5,257","6,021","5,792","4,729","7,467","5,502","7,195","5,067","7,216","7,721","10,080","8,194","8,640","5,117","5,120","4,477","6,246","3,391","5,918","2,310","3,323","1,703",142,440,0,0,0,0,0,0,2025-08-03 10:00:47
장항선,탕정,81,1,"1,069",329,"2,308","1,138","4,140","2,095","4,240","4,745","2,633","2,562","2,607","2,048","2,322","2,000","2,726","2,259","3,205","2,841","3,080","2,007","3,367","2,145","3,332","3,494","3,794","4,670","4,318","5,042","3,234","3,381","2,380","2,731","2,365","2,495","2,290","2,094","1,140","1,882",69,262,0,0,0,0,0,0,2025-08-03 10:00:47
장항선,배방,142,0,"1,131",441,"1,899",724,"3,222","1,371","2,960","2,376","2,377","1,430","2,126","1,189","1,815","1,542","1,845","1,484","2,058","1,846","2,078","1,340","1,743","1,526","1,729","2,542","2,353","3,363","2,476","3,497","1,621","2,828","1,110","2,086","1,098","2,020","1,102","1,799",666,"1,481",29,339,0,0,0,0,0,0,2025-08-03 10:00:47
장항선,온양온천,878,11,"2,152",559,"4,967","2,806","9,575","5,495","9,390","8,746","8,645","7,661","8,938","9,019","8,858","11,649","10,288","9,760","11,655","9,850","11,523","6,114","9,315","7,397","8,710","9,491","7,039","9,898","8,966","9,059","4,145","8,254","3,262","5,549","2,685","6,292","1,902","4,133","1,083","2,992",24,966,0,0,0,0,0,0,2025-08-03 10:00:47
장항선,신창(순천향대),282,2,619,114,"1,774",493,"2,433","2,047","2,183","3,831","1,764","2,041","2,198","2,061","1,969","1,885","2,223","2,174","2,628","2,055","2,844","1,619","2,344","1,624","3,185","2,185","3,429","1,316","3,112","3,145","1,156","1,949","1,180","1,874",686,"1,893",530,"1,860",340,"1,426",2,551,0,0,0,0,0,0,2025-08-03 10:00:47
경의선,신촌,0,0,339,5,249,"1,459",665,"5,779",534,"7,668",714,"4,412",679,"1,465",710,"1,112",968,"1,282",947,"1,877",827,"1,019","1,469",854,"2,091",920,"5,377","1,314","5,601","1,869","2,307",847,"1,217",676,"1,167",367,848,119,447,617,8,298,0,0,0,0,0,0,2025-08-03 10:00:47
경의선,효창공원앞,2,0,849,410,"2,373","3,337","5,848","6,785","9,439","19,372","5,738","9,844","3,744","4,258","3,770","3,753","4,070","3,935","4,079","4,211","3,758","3,829","4,479","4,105","5,891","4,888","9,743","6,624","14,784","9,647","5,566","6,689","3,928","4,876","2,819","4,479","2,302","4,120",960,"2,769",47,274,0,0,0,0,0,0,2025-08-03 10:00:47
경의선,서강대,5,0,598,152,"1,828","1,787","3,010","2,720","4,211","8,992","3,066","5,646","2,681","2,959","2,800","2,707","3,156","3,200","3,534","3,379","3,305","3,148","3,758","3,403","4,287","3,583","6,356","4,401","6,698","4,797","3,793","3,183","3,440","2,542","3,590","2,486","3,064","2,306","1,132","1,357",10,151,0,0,0,0,0,0,2025-08-03 10:00:47
경의선,가좌,18,0,"3,744",384,"8,932","3,888","24,623","4,631","27,333","11,457","13,478","7,775","9,206","5,699","8,517","5,362","8,608","6,964","7,541","7,810","7,425","7,441","8,005","8,032","9,042","11,819","9,671","16,949","10,181","22,560","5,857","17,401","4,366","10,209","3,406","7,955","2,564","6,034","1,046","4,812",29,526,0,0,0,0,0,0,2025-08-03 10:00:47
경의선,수색,8,0,"1,720",355,"4,344","2,679","9,001","6,434","10,975","16,236","5,673","7,858","3,955","3,544","3,387","2,901","3,566","2,759","3,143","3,474","3,364","3,202","3,814","3,354","4,734","4,308","9,105","7,683","12,187","7,362","5,408","7,123","3,111","4,642","2,369","3,752","1,754","3,157",756,"2,449",20,359,0,0,0,0,0,0,2025-08-03 10:00:47
경의선,한국항공대,0,0,804,682,"1,535","1,989","4,501","2,320","3,998","6,966","3,229","5,498","2,325","3,122","2,346","2,431","2,828","3,042","2,602","2,473","3,160","2,160","3,390","2,130","5,838","2,353","6,235","3,175","5,119","3,499","2,703","2,989","1,968","2,130","1,593","1,699","1,228","1,975",780,"1,574",52,437,0,0,0,0,0,0,2025-08-03 10:00:47
경의선,강매,0,0,"2,608",362,"8,050",977,"20,321","1,329","17,812","3,605","8,510","1,357","5,229","1,347","4,004","1,377","3,951","1,766","3,360","2,081","2,742","2,581","2,614","3,412","2,998","4,683","2,992","7,120","3,439","11,942","1,241","11,279",949,"6,432",754,"6,080",508,"5,732",247,"3,362",3,956,0,0,0,0,0,0,2025-08-03 10:00:47
경의선,행신,4,0,"4,725","1,458","15,732","4,236","38,808","5,585","32,243","10,831","15,139","6,453","11,076","5,807","10,398","6,850","9,794","7,543","8,304","8,206","7,645","8,314","7,460","9,478","10,320","14,338","12,353","20,475","10,706","38,252","5,876","27,611","6,551","13,993","6,217","13,322","5,016","11,624","2,385","6,295",82,"2,149",0,0,0,0,0,0,2025-08-03 10:00:47
경의선,능곡,164,3,"4,480",809,"10,038","2,157","22,590","3,472","18,153","7,751","9,849","4,832","7,187","4,049","6,343","4,650","6,309","4,614","5,947","4,926","5,464","5,162","5,463","6,067","6,534","7,870","7,223","10,907","6,757","16,830","3,861","13,445","3,102","7,757","2,442","7,564","1,455","7,166",672,"4,401",52,"2,046",0,0,0,0,0,0,2025-08-03 10:00:47
경의선,곡산,23,0,367,254,978,943,"1,666","1,754","1,332","2,864","1,075",983,"1,103",800,825,733,694,699,795,790,965,726,"1,041",809,"1,136","1,022","1,819","1,284","2,137","1,985",696,"1,014",578,635,481,662,260,550,102,331,7,70,0,0,0,0,0,0,2025-08-03 10:00:47
경의선,백마,281,0,"5,506",818,"17,847","5,101","35,862","7,321","26,056","11,727","14,001","6,254","10,800","5,104","10,486","4,924","9,871","5,626","9,029","7,324","8,517","7,373","9,033","8,527","10,810","11,052","11,876","15,396","11,313","30,401","5,244","25,153","4,018","14,295","3,484","14,022","3,024","12,612",853,"8,511",102,"1,369",0,0,0,0,0,0,2025-08-03 10:00:47
경의선,풍산,644,5,"4,797",431,"12,275","2,931","26,475","4,745","21,584","8,341","13,580","7,200","9,891","5,806","9,294","7,678","8,998","6,845","8,885","7,652","8,874","6,625","9,063","8,268","9,739","10,413","10,325","15,233","9,506","23,471","5,450","16,673","4,860","13,586","4,996","10,698","3,046","9,838","1,059","6,343",85,"1,531",0,0,0,0,0,0,2025-08-03 10:00:47
경의선,일산,"1,266",9,"9,408",959,"28,429","4,177","53,509","8,840","37,067","18,148","21,272","10,067","16,742","8,242","16,977","9,898","15,686","10,900","14,625","12,159","13,920","13,261","15,082","14,043","15,522","17,162","15,228","26,680","13,953","39,934","7,934","40,500","6,267","19,787","4,968","20,524","4,957","17,764","1,269","10,456",194,"3,694",0,1,0,0,0,0,2025-08-03 10:00:47
경의선,탄현,72,5,"7,245",551,"21,899","3,535","38,410","5,955","26,932","9,495","16,114","6,102","11,397","4,911","10,971","5,209","11,164","6,453","9,833","6,674","8,869","9,087","9,674","9,553","10,606","12,668","10,606","18,914","10,856","30,912","5,747","30,653","4,878","13,792","3,911","16,420","2,970","11,309","1,117","8,629",140,"2,319",0,0,0,0,0,0,2025-08-03 10:00:47
경의선,야당,146,2,"6,410",454,"16,580","3,178","31,038","5,100","26,172","9,678","14,349","7,983","11,061","6,457","10,427","7,477","11,333","8,891","9,916","9,359","9,333","11,890","9,929","12,159","11,120","17,010","12,343","23,444","11,459","35,435","8,534","28,267","9,339","14,079","10,139","14,573","9,569","10,920","4,567","8,824",915,"2,174",0,0,0,0,0,0,2025-08-03 10:00:47
경의선,운정,89,1,"4,956",772,"16,963","9,579","28,406","7,692","27,061","11,859","13,514","7,344","9,649","5,112","8,807","5,256","8,612","6,261","8,050","5,260","7,161","8,075","8,242","8,428","11,911","12,717","14,431","15,800","11,408","22,508","5,833","18,820","5,013","11,045","3,519","10,490","2,928","8,553",920,"5,778",112,"1,364",0,0,0,0,0,0,2025-08-03 10:00:47
경의선,금릉,128,0,"3,735",313,"11,064","2,754","18,830","6,176","14,738","10,798","9,586","5,640","8,007","4,354","7,504","4,365","6,782","4,830","6,967","5,910","6,202","6,368","6,854","7,043","7,990","8,567","10,032","11,656","10,880","14,182","4,809","15,151","4,261","8,398","3,226","7,405","2,355","7,591",560,"5,262",67,"1,621",0,0,0,0,0,0,2025-08-03 10:00:47
경의선,금촌,190,2,"4,151",407,"10,547","4,927","19,319","9,754","17,986","16,515","12,276","9,221","10,451","7,955","11,115","7,120","11,698","9,440","10,856","9,182","9,523","8,588","10,521","10,016","12,580","12,048","13,766","15,089","16,251","17,513","7,487","15,760","5,812","10,706","4,292","8,572","2,861","7,430",667,"6,392",140,"1,555",0,0,0,0,0,0,2025-08-03 10:00:47
경의선,월롱,88,1,555,28,976,"2,757","1,947","8,700","2,088","9,668","1,921","3,025","1,630","1,773","1,827","1,636","2,372","1,858","2,557","1,422","2,307","1,214","3,941","1,768","5,730","1,689","8,649","2,368","10,267","2,542","3,652","1,974","2,889","2,040","1,795","2,111",763,"1,939",85,"1,603",9,579,0,0,0,0,0,0,2025-08-03 10:00:47
경의선,파주,215,0,742,13,"1,432","1,015","2,811","2,710","3,180","3,810","1,936","1,019","2,008","1,086","1,988","1,099","1,569","1,003","1,787","1,010","1,622",769,"1,565","1,417","2,378","1,331","3,654","1,552","4,059","2,008","1,203","1,935",899,"1,384",643,"1,233",197,"1,071",61,841,7,380,0,0,0,0,0,0,2025-08-03 10:00:47
경의선,문산,"1,440",3,"3,253",43,"8,661","3,085","17,723","8,510","16,887","14,617","11,731","5,588","9,206","7,074","9,403","7,423","10,414","8,074","10,442","8,987","10,025","6,487","10,037","10,637","10,995","9,760","13,442","12,418","12,633","14,334","5,430","15,622","4,496","9,561","3,120","7,843","2,077","7,580",128,"5,351",0,"2,899",0,0,0,0,0,0,2025-08-03 10:00:47
경의선,임진강,0,0,0,0,0,0,0,0,0,0,55,249,49,120,4,3,3,3,0,0,2,2,96,70,91,12,398,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-03 10:00:47
경의선,운천,0,0,0,0,0,0,0,0,0,0,76,12,10,8,10,0,0,0,0,0,1,0,2,9,26,2,50,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-03 10:00:47
경의선,서울역,0,0,601,9,"1,109","7,988","3,124","21,386","3,385","33,236","1,656","15,380","1,358","5,836","1,701","4,484","2,317","3,779","3,046","5,408","3,165","2,792","5,032","2,522","7,785","2,934","14,763","4,915","23,164","5,322","8,666","2,495","4,913","1,575","4,746","1,370",814,182,"1,750",964,3,235,0,0,0,0,0,0,2025-08-03 10:00:47
경의선,공덕,29,2,808,76,"1,888","2,422","4,917","8,396","5,907","20,849","5,281","9,503","5,969","3,598","6,318","3,651","6,306","4,128","6,182","3,827","6,032","3,761","6,437","4,155","7,682","4,770","13,015","6,906","19,431","7,425","9,033","5,078","7,568","4,223","7,585","3,931","6,086","3,416","2,535","1,999",199,242,0,0,0,0,0,0,2025-08-03 10:00:47
경의선,홍대입구,3,1,485,163,830,546,"1,405","2,276","1,903","6,697","1,539","5,626","1,348","4,650","1,614","4,487","2,293","6,306","2,854","5,751","3,596","6,382","3,947","5,478","5,409","6,460","6,999","6,664","7,912","7,341","6,094","4,526","6,142","3,313","6,592","2,646","6,751","2,411","2,650","1,646",39,239,0,0,0,0,0,0,2025-08-03 10:00:47
경의선,디지털미디어시티,23,0,"1,267",394,"3,628","1,747","9,468","2,205","10,810","4,111","5,774","3,010","4,418","2,204","3,606","2,178","3,956","2,548","3,706","3,032","3,356","2,922","3,658","3,457","4,617","4,525","4,933","7,417","5,314","10,903","3,053","7,654","2,255","4,928","1,816","4,197","1,356","3,714",645,"2,588",56,343,0,0,0,0,0,0,2025-08-03 10:00:47
경의선,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-03 10:00:46
경의선,계양,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-03 10:00:46
경의선,검암,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-08-03 10:00:47
경춘선,신내,40,0,"1,702",655,"5,250","2,721","14,252","6,602","10,575","10,233","5,140","2,778","3,971","2,238","3,365","2,525","3,590","2,751","3,492","3,210","3,476","2,604","4,001","4,248","4,308","3,273","5,750","6,431","7,411","10,073","2,967","7,250","1,968","3,575","1,605","3,137","1,158","2,900",831,"2,023",80,780,0,0,0,0,0,0,2025-08-03 10:00:47
경춘선,갈매,9,1,"2,293",515,"4,925","1,052","15,778","2,994","9,548","5,239","6,121","2,458","3,751","2,978","3,022","1,866","3,168","2,251","3,193","2,794","2,991","2,307","2,985","3,676","3,435","3,641","3,663","6,132","5,225","10,495","2,356","9,013","1,832","3,985","2,249","3,099","1,741","3,329",607,"1,548",17,480,0,0,0,0,0,0,2025-08-03 10:00:47
경춘선,별내,47,2,"1,368",594,"2,911","1,807","8,768","4,369","7,540","6,427","5,000","3,211","3,624","3,505","3,167","2,663","3,705","2,592","3,960","2,944","3,607","2,617","3,838","3,631","4,529","3,321","5,449","5,209","6,135","8,463","3,116","6,225","2,342","3,012","2,182","2,051","1,918","2,275",986,"1,274",41,327,0,0,0,0,0,0,2025-08-03 10:00:47
경춘선,퇴계원,89,1,"3,476",747,"6,377","2,077","16,984","3,748","12,653","5,090","8,778","3,177","6,050","3,311","4,938","2,883","6,010","3,002","4,874","3,885","3,365","3,759","3,945","4,994","4,170","5,910","5,002","8,398","5,576","12,104","2,451","10,549","1,861","5,562","1,437","4,058",958,"4,949",494,"2,435",25,774,2,1,0,0,0,0,2025-08-03 10:00:47
경춘선,사릉,154,10,"2,133",952,"4,245","1,693","9,999","4,837","7,580","3,830","4,693","2,028","3,127","1,945","2,862","2,134","2,838","1,987","2,722","1,768","2,219","2,124","2,314","2,454","2,586","2,650","3,786","5,104","4,754","7,778","1,770","7,461","1,281","3,330","1,055","2,594",599,"2,518",302,"1,522",17,423,0,0,0,0,0,0,2025-08-03 10:00:47
경춘선,금곡,60,0,"2,431",356,"2,704","1,030","5,865","3,097","5,037","6,118","3,728","2,580","2,604","1,719","2,804","1,516","3,084","2,356","2,676","1,757","1,847","2,168","2,801","2,043","2,327","2,310","3,158","3,914","3,724","4,740","1,414","4,002",945,"1,972",664,"2,143",480,"1,848",213,"1,066",21,322,0,0,0,0,0,0,2025-08-03 10:00:47
경춘선,평내호평,841,7,"6,347",812,"15,068","2,375","28,725","5,495","24,127","10,745","11,716","7,368","9,718","5,541","8,741","5,863","8,647","8,021","8,379","6,873","7,423","9,128","7,719","8,463","7,911","9,428","9,189","18,604","9,438","24,991","6,093","21,559","4,752","9,228","4,194","8,901","3,894","7,801","1,849","5,417",54,"2,182",0,0,0,0,0,0,2025-08-03 10:00:47
경춘선,천마산,12,3,"1,202",238,"3,961",846,"7,488","1,860","7,134","1,948","4,463","1,415","3,132","1,355","2,280","1,791","2,381","1,707","2,044","1,974","1,839","2,148","1,564","2,739","1,970","2,464","1,937","4,006","1,841","3,732",897,"5,758",680,"2,834",579,"2,657",298,"1,879",124,"1,162",11,323,0,0,0,0,0,0,2025-08-03 10:00:47
경춘선,마석,28,2,"1,607",629,"9,416","3,365","15,951","6,293","12,483","7,036","8,613","6,067","7,364","4,301","6,192","4,895","6,780","4,598","6,144","6,254","5,623","5,362","5,870","6,829","6,488","5,797","7,017","9,287","6,893","13,031","3,505","10,041","2,806","7,168","2,123","5,788","1,572","4,927",678,"2,213",64,858,0,0,0,0,0,0,2025-08-03 10:00:47
경춘선,대성리,0,0,"1,841",183,"1,884",618,"1,766",998,"1,572","1,348","2,090",745,"3,677","1,299","5,778","1,203","1,933","1,598","1,212","3,013","1,062","8,251","1,258","2,776","1,296","1,880","1,637","1,569",927,"1,039",722,885,484,665,321,487,261,427,113,364,4,15,0,0,0,0,0,0,2025-08-03 10:00:47
경춘선,청평,8,0,"1,005",252,"2,975",997,"4,536","2,376","5,082","4,286","3,989","4,258","4,648","4,009","6,501","2,902","4,615","4,236","3,835","3,737","3,648","3,859","3,581","4,031","3,782","4,329","4,276","4,389","3,171","3,956","1,765","4,239","1,548","2,310",973,"2,012",601,"1,464",151,"1,166",12,270,0,0,0,0,0,0,2025-08-03 10:00:47
경춘선,상천,4,0,230,63,267,266,701,432,631,767,599,658,585,687,737,611,581,534,559,438,643,584,633,594,819,478,565,304,390,514,265,401,160,219,90,203,12,128,9,123,0,35,0,0,0,0,0,0,2025-08-03 10:00:47
경춘선,가평,0,0,"1,028",170,"2,029","1,257","4,028","3,001","4,488","6,467","3,961","7,182","6,016","5,542","10,226","6,227","6,390","6,057","4,255","6,661","4,271","5,145","4,116","4,635","5,140","2,974","6,425","3,480","5,550","3,811","3,005","4,233","2,147","2,778","1,292","1,788",576,"2,114",339,"1,361",28,495,0,0,0,0,0,0,2025-08-03 10:00:47
경춘선,굴봉산,2,0,57,7,83,115,132,159,264,333,196,478,294,706,"1,290",635,307,395,387,422,344,352,471,255,474,186,265,217,191,169,118,106,97,77,62,49,13,58,7,58,2,11,0,0,0,0,0,0,2025-08-03 10:00:47
경춘선,백양리,1,0,26,37,44,414,99,594,146,308,254,172,392,303,661,380,283,297,221,199,255,294,372,201,354,187,494,128,259,129,87,72,99,79,87,33,43,29,10,34,8,9,0,0,0,0,0,0,2025-08-03 10:00:47
경춘선,강촌,16,0,136,51,289,224,473,400,640,"1,324",693,"1,667","1,002","1,283","2,374","1,828","1,298","1,001",905,926,"1,139","1,087","1,943",780,"1,292",780,"1,089",656,672,663,500,442,435,356,279,358,96,409,60,268,10,52,0,0,0,0,0,0,2025-08-03 10:00:47
경춘선,김유정,10,0,158,37,292,145,679,723,630,"1,140",596,802,670,911,656,"1,222",795,"1,238",970,884,"1,071",897,"1,092",641,"1,038",707,"1,264",704,"1,154",714,383,632,484,441,256,262,96,236,22,113,6,78,0,0,0,0,0,0,2025-08-03 10:00:47
경춘선,남춘천,664,2,"1,915",35,"4,072",991,"4,874","1,709","6,348","4,179","6,605","4,617","5,539","3,805","5,420","7,856","5,764","7,908","7,001","5,618","7,153","4,901","6,748","5,882","5,691","6,114","5,154","4,619","3,967","7,136","3,445","8,175","3,070","4,387","2,679","3,845","1,789","4,623",568,"2,474",13,"2,274",0,0,0,0,0,0,2025-08-03 10:00:47
경춘선,춘천,306,1,747,14,"1,550",476,"2,031",807,"2,877","2,623","2,897","2,716","2,240","2,279","2,753","3,917","2,690","3,087","3,817","3,722","4,081","2,517","4,794","3,350","4,408","2,351","4,002","2,057","2,954","2,496","2,155","2,439","1,297","1,279",850,"1,511",439,"1,053",107,"1,074",2,751,0,0,0,0,0,0,2025-08-03 10:00:47
수인선,고색,770,2,"3,882",642,"10,140","4,298","21,444","20,163","16,258","21,815","7,824","4,337","5,130","3,209","5,368","3,823","6,081","4,182","5,218","4,226","4,719","4,599","5,531","4,914","7,203","7,253","17,757","9,951","21,160","14,095","6,831","14,641","6,637","9,613","4,497","7,118","2,329","6,622","1,027","4,239",3,"2,199",0,0,0,0,0,0,2025-08-03 10:00:47
수인선,오목천,16,0,"1,368",509,"6,870","1,939","14,525","5,551","14,721","10,338","8,300","3,790","6,301","3,195","5,783","3,473","6,867","4,254","5,663","4,907","4,684","4,043","5,565","5,360","7,762","7,408","8,676","7,177","9,280","14,469","4,615","8,626","2,927","5,212","2,690","4,856","1,710","5,998",747,"3,560",8,292,0,1,0,0,0,0,2025-08-03 10:00:47
수인선,어천,3,0,337,135,"2,062","2,383","4,886","5,225","4,162","3,903","3,250","1,833","2,393","1,264","2,364","1,575","2,369","1,582","2,188","2,039","1,868","2,042","3,014","2,141","5,931","3,097","3,209","3,144","4,436","4,986","1,751","3,206","1,311","1,944",868,"1,852",540,"1,596",252,752,3,98,0,0,0,0,0,0,2025-08-03 10:00:47
수인선,야목,2,0,567,37,"1,403",561,"2,539",710,"2,124",838,"1,267",568,955,622,730,430,757,578,731,566,710,540,895,713,"1,039",948,"1,284","1,186","1,138","2,330",591,"1,488",362,578,247,912,184,642,96,419,0,51,0,0,0,0,0,0,2025-08-03 10:00:47
수인선,사리,4,0,"6,109",522,"12,033","1,746","25,646","4,102","20,597","5,746","10,551","3,095","7,886","2,844","6,672","2,760","7,067","3,546","7,227","4,358","5,419","4,228","5,557","5,709","6,434","8,874","7,112","10,269","7,039","20,547","4,245","14,090","2,477","9,179","2,221","10,301","2,129","8,033",857,"5,797",19,623,0,0,0,0,0,0,2025-08-03 10:00:47
수인선,달월,0,0,10,43,57,93,135,117,136,252,72,86,84,71,67,92,71,70,85,78,91,86,116,115,168,111,371,176,773,142,92,85,95,44,27,45,19,71,13,16,9,11,0,0,0,0,0,0,2025-08-03 10:00:47
수인선,월곶,4,0,"2,265",438,"5,357","1,641","12,318","1,817","10,799","3,308","5,415","3,576","4,071","5,010","3,995","5,048","3,991","4,631","3,950","4,204","3,986","4,001","4,337","4,315","5,162","5,467","5,370","7,363","6,967","10,365","3,540","5,844","2,299","3,985","2,091","4,306","1,387","3,275",550,"1,924",4,310,0,0,0,0,0,0,2025-08-03 10:00:47
수인선,소래포구,10,0,"3,258",481,"8,264","2,608","17,448","4,213","14,140","7,833","7,379","5,853","6,170","5,158","7,628","7,040","7,472","8,339","7,569","7,924","8,290","6,957","9,464","6,723","8,761","8,637","8,656","11,246","8,085","15,327","4,561","9,699","4,209","6,320","4,186","7,042","2,776","5,211","1,494","3,360",23,625,0,0,0,0,0,0,2025-08-03 10:00:47
수인선,인천논현,14,0,"3,044",901,"6,785","5,723","14,545","9,315","13,343","14,179","7,988","10,439","7,416","7,327","8,312","7,469","8,789","8,062","8,337","8,768","7,857","8,637","9,332","8,522","10,954","10,999","12,454","14,992","12,244","19,198","7,603","11,098","7,229","7,730","6,396","6,737","5,228","4,722","2,354","3,385",12,524,0,0,0,0,0,0,2025-08-03 10:00:47
수인선,호구포,6,0,"1,914",946,"3,244","7,288","7,173","21,200","8,463","22,926","5,296","4,613","4,171","3,360","4,321","3,660","4,842","3,937","4,542","3,814","4,610","3,638","4,828","3,799","6,121","5,159","17,993","6,268","17,042","7,666","5,526","5,967","5,598","4,474","4,305","3,798","2,110","3,121","1,019","2,189",2,377,0,0,0,0,0,0,2025-08-03 10:00:47
수인선,남동인더스파크,2,0,493,921,"1,171","4,706","1,351","19,313","2,056","23,510","1,229","3,166","1,376","1,408","1,587","1,369","1,861","1,543","2,039","1,463","2,240","1,211","2,812","1,053","4,015","1,226","16,749","1,699","12,504","1,974","4,236","2,074","4,325","1,401","1,947",910,499,701,234,350,1,46,0,0,0,0,0,0,2025-08-03 10:00:47
수인선,원인재,88,0,"3,808",801,"7,897","2,626","14,723","6,061","16,355","8,262","8,439","4,937","6,719","4,915","6,665","4,831","6,728","5,787","6,200","6,014","5,519","5,936","6,293","7,637","6,709","9,326","8,159","11,550","8,425","16,219","5,264","11,167","4,304","8,155","3,626","7,459","2,933","6,471","1,521","4,492",47,619,0,0,0,0,0,0,2025-08-03 10:00:47
수인선,연수,16,1,"3,111",960,"7,388","2,624","15,253","5,042","13,817","10,572","6,507","7,108","5,754","6,291","5,815","5,738","6,810","6,697","7,090","6,962","6,505","6,222","7,195","6,596","7,770","8,967","8,638","13,651","10,964","15,200","5,720","9,849","5,489","7,248","4,980","6,565","4,383","4,145","2,395","2,948",29,547,0,0,0,0,0,0,2025-08-03 10:00:47
수인선,송도,4,0,"2,388",538,"4,887","2,389","8,781","2,305","8,180","4,186","4,155","2,790","3,771","2,533","3,950","2,782","4,342","3,073","4,338","2,882","3,929","3,004","3,946","3,982","4,416","4,269","4,684","6,542","3,725","7,464","2,101","5,486","1,895","3,447","1,652","3,272",932,"2,425",343,"1,469",11,432,0,0,0,0,0,0,2025-08-03 10:00:47
수인선,인하대,41,0,"4,633",646,"13,535","2,992","26,746","5,679","20,900","14,667","9,471","7,721","8,062","5,662","8,408","5,632","9,087","7,948","9,283","7,313","7,765","7,732","9,688","8,487","12,567","11,204","13,295","17,933","10,740","25,719","6,443","13,443","5,968","9,875","5,482","9,348","4,073","6,848","2,457","5,161",90,"1,199",0,0,0,0,0,0,2025-08-03 10:00:47
수인선,숭의,31,1,"4,217",936,"7,639","4,301","15,533","8,912","12,212","12,868","6,907","5,261","7,008","4,220","6,785","4,037","6,381","4,809","6,357","5,446","5,730","5,021","6,734","5,247","7,908","7,746","10,744","9,602","9,799","13,650","4,805","7,638","3,446","5,487","2,957","5,538","1,982","3,956",883,"2,440",12,528,0,0,0,0,0,0,2025-08-03 10:00:47
수인선,신포,1,0,"1,128",376,"2,023","1,314","3,242","4,083","3,045","7,817","1,792","3,171","1,829","2,599","2,417","2,917","3,027","2,670","2,812","3,056","3,025","2,574","3,813","2,757","4,652","3,392","5,665","3,475","5,916","4,595","2,717","2,318","2,390","1,750","1,863","1,500","1,249","1,182",510,708,1,200,0,0,0,0,0,0,2025-08-03 10:00:47
수인선,인천,75,1,519,304,"1,142","1,263","2,073","2,685","1,920","4,271","1,826","2,408","1,925","2,790","2,017","4,144","2,441","4,295","2,620","3,793","2,940","4,272","3,711","3,909","2,987","3,591","3,046","3,636","2,500","3,921","1,524","2,551","1,406","1,943","1,140","1,393",622,"1,281",152,713,3,206,0,0,0,0,0,0,2025-08-03 10:00:47
경강선,판교,8,2,825,16,"2,779","9,248","6,258","20,515","3,466","42,898","2,287","20,539","2,801","13,551","4,904","10,227","5,381","7,168","5,489","5,827","7,310","5,555","10,384","5,268","14,582","6,704","23,232","7,029","27,784","6,980","19,789","3,770","19,064","2,708","11,725","2,050","7,129","1,242","2,070",755,4,215,0,0,0,0,0,0,2025-08-03 10:00:47
경강선,이매,4,0,719,37,"1,987","1,170","4,039","2,386","3,133","3,196","1,593","1,581","1,478","1,129","1,326",975,"1,544","1,229","1,232","1,516","1,376","1,256","1,685","1,497","1,847","1,596","2,081","2,488","2,137","3,067","1,343","1,671","1,242","1,127","1,273",966,"1,134",737,365,407,12,78,0,0,0,0,0,0,2025-08-03 10:00:47
경강선,삼동,1,0,"1,856",67,"6,043","1,406","13,137","2,206","13,494","2,265","6,914","1,119","4,363","1,227","3,490","1,208","2,787","1,874","2,525","1,802","2,147","2,501","2,131","3,465","2,498","4,735","3,472","8,285","2,831","9,774","1,410","8,932",982,"5,449",773,"4,923",409,"3,428",138,"1,728",7,66,0,0,0,0,0,0,2025-08-03 10:00:47
경강선,경기광주,0,0,"3,633",352,"19,026","2,908","45,226","6,408","43,932","8,949","19,905","5,148","13,564","4,604","11,163","5,230","10,603","6,520","9,339","6,855","8,149","8,498","7,940","9,998","10,301","14,067","10,075","21,278","8,774","35,700","4,273","33,173","3,457","18,790","2,513","14,888","1,718","11,949",536,"5,549",74,103,0,0,0,0,0,0,2025-08-03 10:00:47
경강선,초월,0,0,"2,075",144,"8,962","1,938","19,855","4,546","20,641","4,889","8,414","1,989","6,084","2,087","5,149","2,119","5,034","2,857","4,340","2,949","3,935","3,870","3,617","4,367","4,685","6,664","5,540","8,442","5,003","15,722","2,447","12,413","1,707","8,484","1,180","7,326",693,"6,891",280,"4,185",25,66,0,0,0,0,0,0,2025-08-03 10:00:47
